"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Mercurio","Níquel","Plomo","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Sólidos totales","Nitrógeno total","Manganeso","Sodio","Temp. ambiente","Transparencia Secchi","Clorofilas","fecha","año","mes","est"
23.9,9.14,4.23,860,75,336.98,68.63,149.79,1.18,0.1,0.022,0.5,7.9,11.01,0.019,9.66,233.68,8.37,1.06,60,606,0.1,0.92,0.1023,0.0043,0.005,0.0005,0.05,0.05,0.069,0.0005,0.1,0.0025,0.02,2400,2400,3.72,666,7.9,0.05,118.2,24.5,,123.1,2014-08-12,"2014","8","LC-05"
29.2,9.01,8.03,872,31,366.79,66.53,152.4,1.17,0.11,0.022,2.05,9.89,10.1,0.019,15.9,228.27,8.37,1.1,41,595,0.1,0.72,0.0539,0.0028,0.005,0.0005,0.05,0.05,0.051,0.00058,0.1,0.0025,0.02,9300,9300,,636,10,0.091,114.9,32,,0.337,2014-08-31,"2014","8","LC-01"
27,9.09,8,888,36,361.57,67.45,154.31,1,0.12,0.022,1.46,9.6,11.72,0.019,16.32,215.04,8.37,1.1,45,598,0.1,0.52,0.297,0.0026,0.005,0.0005,0.05,0.05,0.181,0.0005,0.1,0.0025,0.021,4300,4300,,643,9.72,0.124,114.7,29.4,,0.485,2014-08-31,"2014","8","LC-02"
27.3,9.1,7.01,879,35,363.47,68.12,143.8,1.11,0.13,0.022,1.93,9.7,11.22,0.019,20.28,226.47,8.37,1.15,38,624,0.1,1.12,0.2068,0.0025,0.005,0.0005,0.05,0.05,0.107,0.0005,0.1,0.0025,0.026,90,90,,662,9.83,0.87,115.5,29.2,,0.381,2014-08-31,"2014","8","LC-03"
25.2,8.86,4.9,885,33,365.36,65.76,163.11,0.84,0.12,0.022,1.93,7.55,12.25,0.019,12.27,201.21,8.37,1.17,28,617,0.1,0.32,0.0649,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,430,150,4.37,645,7.67,0.104,115.9,23.9,,,2014-09-02,"2014","9","LC-04"
25.1,8.89,4.89,885,33,364.89,68.65,148.77,0.89,0.13,0.022,1.23,9.01,12.75,0.019,15.09,197.31,8.37,1.16,26,610,0.1,0.52,0.0396,0.0025,0.005,0.0005,0.05,0.05,0.051,0.0005,0.1,0.0025,0.043,2400,430,1.37,636,9.14,0.098,117.8,22.8,,,2014-09-02,"2014","9","LC-05"
24.4,8.8,1.54,818,70,315,61.53,144.02,0.96,0.11,0.374,2.52,7.37,11.53,0.019,11.56,213.63,8.37,1.08,42,581,0.1,0.1,3.0998,0,0.0097,0.00097,0.05,0.05,1.134,0.00054,0.1,0.0025,0.02,110000,46000,2.8,623,7.48,0.093,97.6,17.5,,216.3,2014-10-06,"2014","10","LC-01"
23.9,8.98,5.35,852,50,321.75,63.56,144.39,1.18,0.13,0.439,1.17,7.14,10.21,0.019,14.97,231.25,8.37,1.04,26,622,0.1,0.1,0.1716,0.0025,0.0082,0.0005,0.05,0.05,0.074,0.00064,0.1,0.0025,0.02,15000,15000,3.5,648,7.27,0.056,104.3,18.6,,201.98,2014-10-06,"2014","10","LC-02"
23,8.86,2.31,861,45,322.65,65.02,146.28,1.02,0.2,0.561,1.11,8.84,11.14,0.019,10.22,207.9,8.37,0.37,50,579,0.1,0.25,0.143,0.0025,0.008,0.0005,0.05,0.05,0.069,0.0005,0.1,0.0025,0.02,930,930,4.8,629,9.04,0.058,100.7,17.4,,163.24,2014-10-06,"2014","10","LC-03"
23,8.78,1.26,845,45,328.5,62.61,144.39,1.12,0.22,0.618,1.23,7.67,10.7,0.019,10.04,201.11,8.37,1,33,604,0.1,0.25,0.2464,0.0025,0.008,0.0005,0.05,0.05,0.079,0.0005,0.1,0.0025,0.02,4300,4300,3,637,7.67,0.079,99.9,23.1,,80.8,2014-10-06,"2014","10","LC-04"
23.4,9.01,7.06,847,50,327.15,64.55,139.88,1.15,0.16,0.49,1.7,8.37,10.8,0.019,11.5,203.5,8.37,0.99,32,638,0.1,0.1,0.1804,0.0025,0.0103,0.0005,0.05,0.05,0.051,0.00057,0.1,0.0025,0.02,2400,930,2.9,670,8.53,0.054,103.6,18.2,,145.8,2014-10-06,"2014","10","LC-05"
18.3,9.2,14.4,860,75,369.49,64.76,154.15,0.98,0.1,0.022,1.4,10.07,11.36,0.019,12.8,230.87,8.37,1.01,32,632,0.1,0.6,0.01,0.0025,0.0119,0.0005,0.05,0.05,0.088,0.0005,0.1,0.0025,0.035,46000,9300,,664,10.07,0.054,121.4,17.1,,111.06,2015-01-15,"2015","1","LC-01"
17.5,9.15,10.21,859,95,288.61,64.11,154.89,1,0.1,0.022,1.34,10.62,12.42,0.019,12.24,232.2,8.37,1,29,636,0.1,1.2,0.088,0.0025,0.0121,0.0005,0.05,0.05,0.108,0.0005,0.1,0.0025,0.219,2400,430,,665,10.62,0.05,121.8,16,,194.7,2015-01-15,"2015","1","LC-02"
17,9.05,7.95,854,70,392.44,63.64,149.11,1.16,0.1,0.022,2.07,11.72,10.48,0.019,10.12,200.19,8.37,1.03,31,628,0.1,1,0.1419,0.0025,0.0112,0.0005,0.05,0.05,0.124,0.0005,0.1,0.0025,0.07,2400,40,,659,11.72,0.054,121.3,15.5,,153,2015-01-15,"2015","1","LC-03"
17.6,9.13,10.31,857,65,372.36,64.06,147.99,1.21,0.1,0.022,1.53,10.99,11.14,0.019,11.26,223.31,8.37,0.96,40,640,0.1,1,0.0341,0.0025,0.0113,0.0005,0.05,0.05,0.096,0.0005,0.1,0.0025,0.037,24000,150,,680,10.99,0.05,121.6,16.9,,147.22,2015-01-15,"2015","1","LC-04"
17.5,9.14,10.38,859,70,389.57,63.97,158.44,1.18,0.1,0.022,1.4,10.19,10.73,0.019,12.08,212.64,8.37,1.05,26,669,0.1,0.1,0.0671,0.0025,0.0126,0.0005,0.05,0.05,0.1,0.0005,0.1,0.0025,0.043,46000,930,,695,10.19,0.05,121.1,16.8,,186.8,2015-01-15,"2015","1","LC-05"
20.8,9.32,11.41,877,70,369.49,64.76,159.54,1.43,0.11,0.022,1.4,11.84,12.58,0.019,12.8,230.87,12.54,1.17,20,670,0.1,1.09,0.1738,0.0026,0.0098,0.0005,0.057,0.05,0.107,0.00051,0.1,0.0025,0.206,430,90,2.8,690,11.95,0.084,118.3,22.2,,98.09,2015-02-11,"2015","2","LC-01"
23.9,9.32,12.24,841,65,288.61,64.11,158.38,1.42,0.11,0.022,1.64,8.79,12.22,0.019,12.24,232.2,12.04,1.05,52,620,0.1,0.79,0.0572,0.0028,0.0087,0.0005,0.074,0.05,0.05,0.0005,0.1,0.0025,0.345,150,90,3.18,672,8.9,0.07,117.9,24.8,,102.55,2015-02-11,"2015","2","LC-02"
25.4,9.25,10.4,866,65,392.44,63.64,157.02,1.42,0.11,0.022,1.64,8.61,12.2,0.019,10.12,200.19,10.76,1.15,32,639,0.1,0.69,0.0539,0.0027,0.0097,0.0005,0.068,0.05,0.053,0.0005,0.1,0.0025,0.281,90,90,4.32,671,8.72,0.078,117.5,23.3,,68.56,2015-02-11,"2015","2","LC-03"
20.4,8.05,9.22,885,70,372.36,64.06,157.22,1.4,0.11,0.022,1.28,8.18,11.91,0.019,11.26,223.31,8.37,1.05,67,606,0.1,0.79,0.0924,0.0029,0.009,0.0005,0.054,0.05,0.05,0.00053,0.1,0.0025,0.218,230,230,3.34,673,8.29,0.066,119.5,22.6,,66.8,2015-02-11,"2015","2","LC-04"
21.5,9.16,9.27,879,70,389.57,63.97,159.15,1.52,0.12,0.022,1.22,8.24,12.19,0.019,12.08,212.64,8.37,1.07,48,625,0.1,1.09,0.0363,0.0028,0.0089,0.0005,0.08,0.05,0.072,0.00066,0.1,0.0025,0.29,90,90,3.4,673,8.36,0.072,117.1,22.4,,79.92,2015-02-11,"2015","2","LC-05"
20.4,9.14,6.55,1108,65,396,70.97,154.43,1.39,0.16,0.022,1.04,9.22,13.31,0.019,14.64,254.43,10,1.05,64,685,0.1,1.1,0.1089,0.0025,0.0092,0.00189,0.05,0.05,0.083,0.01466,0.1,0.0025,0.645,4600,2400,3.5,749,9.38,0.067,122.1,23.1,,298.78,2015-03-09,"2015","3","LC-01"
20.7,9.27,7.47,1198,65,399.23,71.11,152.01,1.41,0.12,0.022,0.79,18.31,11.31,0.019,10.86,229.09,8.37,0.98,53,714,0.1,1.2,0.1628,0.0025,0.0076,0.00088,0.074,0.05,0.104,0.00562,0.1,0.0025,0.044,230,230,3.3,767,18.43,0.064,123.1,22.6,,322.2,2015-03-09,"2015","3","LC-02"
21,9.23,6.17,1106,60,393.23,72.54,153.68,1.45,0.12,0.022,0.61,8.73,12.77,0.019,12.06,249.09,8.37,1.02,58,640,0.1,1,0.1551,0.0027,0.0079,0.00114,0.05,0.05,0.094,0.004111,0.1,0.0025,0.043,430,230,4.5,698,8.85,0.64,120.4,22.8,,328.3,2015-03-09,"2015","3","LC-03"
20.6,9.27,6.58,1113,65,388.16,71.21,143.28,1.32,0.12,0.022,0.79,8.48,11.8,0.019,10.53,265.1,8.37,0.93,61,636,0.1,1.4,0.1375,0.0025,0.0079,0.0005,0.05,0.05,0.088,0.00237,0.1,0.0025,0.053,90,90,4.1,697,8.6,0.064,120.6,23,,320.39,2015-03-09,"2015","3","LC-04"
20.9,9.35,9.45,1140,60,401.63,71.78,158.69,1.48,0.14,0.022,0.61,8.61,12.96,0.019,13.44,251.76,8.37,0.88,61,641,0.1,1.8,0.088,0.0025,0.008,0.0005,0.05,0.05,0.083,0.00206,0.1,0.0025,0.078,430,70,3.7,702,8.75,0.064,120.5,22.9,,239,2015-03-09,"2015","3","LC-05"
21.6,9.27,8,948,80,394.42,66.93,165.94,1.36,0.12,0.022,0.91,9.28,15.49,0.019,14.64,211.31,8.37,1.1,60,646,0.1,1,0.8173,0.0031,0.012,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.059,930,230,3.4,706,9.4,0.072,121.8,21.1,,,2015-04-20,"2015","4","LC-01"
23.6,9.42,13.43,940,80,396.79,66.52,167.67,1.32,0.12,0.022,1.1,8.48,13.51,0.019,20.04,232.64,8.37,1.2,77,647,0.1,2.3,0.7139,0.0036,0.0118,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.079,430,230,3.6,724,8.6,0.056,122.7,24.6,,,2015-04-20,"2015","4","LC-02"
23.4,9.45,14.21,944,85,375.01,66.7,166.32,1.31,0.12,0.022,1.22,9.7,13.3,0.019,17.97,222.86,8.37,1.1,70,632,0.1,2.1,0.6446,0.0032,0.0086,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.086,150,3,4.2,702,9.82,0.054,123.6,24.2,,,2015-04-20,"2015","4","LC-03"
21.3,9.23,4.99,939,70,387.32,67.11,162.1,1.36,0.12,0.022,1.28,9.88,13.08,0.019,13.38,210.86,8.37,1.07,53,664,0.1,1.6,0.7216,0.0037,0.0099,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.057,230,230,3.7,717,10,0.056,122.2,21.3,,,2015-04-20,"2015","4","LC-04"
23,9.41,10.02,944,75,402.95,67.11,163.06,1.32,0.13,0.022,1.89,9.52,13.67,0.019,18.3,236.65,8.37,1.03,74,679,0.1,2.6,0.7909,0.0037,0.0136,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.059,3,3,3.8,753,9.65,0.054,123.8,22.2,,,2015-04-20,"2015","4","LC-05"
28.6,9.31,12.79,918,60,388.72,72.73,147.07,1,0.13,0.022,0.5,9.69,13.67,0.019,30,267.32,8.82,1.27,62,698,0.1,2.3,0.4059,0.0025,0.0139,0.0005,0.05,0.05,0.23,0.00061,0.1,0.0025,0.02,46000,15000,2.6,760,9.82,0.062,124.3,24.9,0.08,203.99,2015-05-20,"2015","5","LC-01"
33,9.4,13.78,899,50,396.89,72.58,158.76,1.11,0.11,0.022,0.5,8.55,13.32,0.019,30.84,274.87,8.37,1.12,42,703,0.1,2.3,0.0968,0.0025,0.012,0.0005,0.05,0.05,0.094,0.00062,0.1,0.0025,0.038,430,150,3.3,745,8.66,0.05,124.8,27.8,0.07,206.57,2015-05-20,"2015","5","LC-02"
28.2,9.28,7.23,960,50,387.28,73.15,161.88,1.17,0.1,0.022,0.5,8.25,15.19,0.019,23.22,227.75,8.37,1.2,64,718,0.1,2.4,0.099,0.0025,0.0122,0.0005,0.05,0.05,0.086,0.00075,0.1,0.0025,0.024,930,230,3.8,782,8.25,0.05,125.7,24.2,0.09,203.39,2015-05-20,"2015","5","LC-03"
30.3,9.38,12.32,921,60,386.32,72.11,149.8,1.14,0.12,0.022,0.5,8.61,12.44,0.019,33.36,246.42,8.37,1.14,71,715,0.1,2.8,0.1298,0.0025,0.0135,0.0005,0.05,0.05,0.082,0.00064,0.1,0.0025,0.023,90,40,2.5,786,8.73,0.05,125.4,26.9,0.07,188.95,2015-05-20,"2015","5","LC-04"
32.1,9.47,15.97,900,50,408.42,73.25,156.03,1.12,0.12,0.022,0.5,8.43,13.72,0.019,36.6,792.75,8.37,1.11,62,691,0.1,4,0.1892,0.0025,0.0132,0.0005,0.05,0.05,0.102,0.00065,0.1,0.0025,0.042,150,90,2.5,753,8.55,0.05,125,27,0.07,187.33,2015-05-20,"2015","5","LC-05"
24.3,9.23,5.75,965,55,401.7,74.87,144.74,1.1,0.16,0.022,0.5,7.95,13.67,0.019,33.6,201.11,8.37,1.21,86,660,0.1,1.2,0.187,0.0025,0.0151,0.0005,0.05,0.05,0.15,0.0005,0.1,0.0025,0.051,2400,2400,3.1,746,8.11,0.06,127.6,24.7,0.09,239.52,2015-06-03,"2015","6","LC-01"
25.4,9.4,12.82,949,75,410.83,75.63,153.5,1.17,0.12,0.022,0.5,8.43,2.95,0.019,27.6,196.44,8.37,1.25,78,694,0.1,3.1,0.0781,0.0025,0.0156,0.0005,0.05,0.05,0.108,0.00072,0.1,0.0025,0.034,430,70,3.4,772,8.55,0.053,127.6,25.1,0.08,244.78,2015-06-03,"2015","6","LC-02"
25.5,9.32,9.92,948,55,408.42,75.25,144.15,1.43,0.12,0.022,0.5,8.49,2.98,0.019,29.7,205.2,8.37,1.24,73,683,0.1,3.2,0.1243,0.0025,0.0144,0.0005,0.05,0.05,0.108,0.00056,0.1,0.0025,0.023,230,90,4.3,756,8.61,0.053,126.9,24.9,0.09,244.25,2015-06-03,"2015","6","LC-03"
23.3,9.23,3.73,959,65,396.89,74.92,152.33,1.26,0.15,0.022,0.5,7.89,2.98,0.019,23.52,190.89,8.37,1.2,76,668,0.1,2,0.1606,0.0025,0.0155,0.0005,0.05,0.05,0.097,0.0005,0.1,0.0025,0.04,430,230,3.4,744,8.04,0.053,126,24.8,0.08,240.83,2015-06-03,"2015","6","LC-04"
23.5,9.26,7.54,953,75,406.98,74.97,155.64,1.77,0.16,0.022,0.5,8.31,13.72,0.019,16.41,204.03,8.37,1.21,78,681,0.1,3.4,0.1969,0.0025,0.0151,0.0005,0.05,0.05,0.115,0.00072,0.1,0.0025,0.02,2400,2400,3.1,759,8.47,0.055,126.1,24.7,0.09,240.23,2015-06-03,"2015","6","LC-05"
21.1,8.52,1.52,1014,32,352.8,59.03,150.61,1.07,0.1,0.022,2.52,7.37,13.26,0.019,14.7,232.61,8.37,1.57,31,610,0.1,1,0.3256,0.0034,0.005,0.0005,0.05,0.05,0.157,0.0005,0.1,0.0025,0.079,9300,9300,2.7,641,7.48,0.103,111.5,19,,276.7,2014-11-05,"2014","11","LC-01"
20.2,9.07,6.2,838,45,338.85,63.65,146.47,1.14,0.1,0.022,1.11,7.02,9.57,0.019,6.42,206.12,8.37,0.99,37,622,0.1,1,0.1749,0.0042,0.005,0.0005,0.05,0.05,0.1,0.0005,0.1,0.0025,0.055,930,230,3.5,659,7.02,0.079,114.1,19.1,,185.8,2014-11-05,"2014","11","LC-02"
20.9,9.08,6.22,848,50,355.05,61.06,146.47,1.03,0.1,0.022,1.81,6.85,10.61,0.019,8.98,207.32,8.37,1,37,608,0.1,0.6,0.275,0.0036,0.005,0.0005,0.05,0.05,0.127,0.0005,0.1,0.0025,0.049,40,3,4.3,645,6.85,0.075,114.2,18.8,,202.2,2014-11-05,"2014","11","LC-03"
20.8,9.14,7.01,839,45,349.2,61.62,154.75,1.14,0.1,0.022,0.76,7.31,10.5,0.019,7.42,211.33,8.37,0.96,36,609,0.1,1,0.1958,0.0039,0.005,0.0005,0.05,0.05,0.338,0.0005,0.1,0.0025,0.055,90,40,3.3,644,7.31,0.075,115.6,20.2,,139.05,2014-11-05,"2014","11","LC-04"
20.5,9.08,7.06,835,50,337.05,61.67,150.98,1.16,0.1,0.022,1.46,7.2,10.13,0.019,7.5,210.53,8.37,0.97,34,610,0.1,1.4,0.1804,0.004,0.005,0.0005,0.05,0.05,0.087,0.00051,0.1,0.0025,0.077,1500,430,2.6,644,7.2,0.073,113.5,18.9,,136.4,2014-11-05,"2014","11","LC-05"
22.1,8.22,4.63,752,60,331.09,59.81,142,0.76,0.18,0.022,0.5,6.88,13.16,0.019,9.72,114.37,8.37,1.19,56,580,0.1,2.2,0.5214,0.0025,0.0096,0.0005,0.05,0.05,0.255,0.0005,0.1,0.0025,0.053,110000,110000,3.3,636,7.06,0.063,101.7,22.6,0.11,252.38,2015-07-08,"2015","7","LC-01"
22.3,8.27,4.32,786,50,355.61,63.62,147.8,0.86,0.15,0.022,0.5,5.82,11.81,0.019,10.2,132.77,8.37,1.24,62,577,0.1,2.06,0.3157,0.0025,0.0115,0.0005,0.05,0.05,0.143,0.0005,0.1,0.0025,0.042,11000,11000,3.4,639,5.97,0.05,108,22.4,0.1,239.98,2015-07-08,"2015","7","LC-02"
22.2,8.22,4.78,773,50,358.55,62.27,152.4,0.84,0.2,0.022,0.5,6.23,11.53,0.019,9.48,121.96,8.73,1.21,46,621,0.1,1.2,0.1804,0.0025,0.01,0.0005,0.05,0.05,0.106,0.0005,0.1,0.0025,0.026,930,430,5,667,6.43,0.061,108.9,22.8,0.12,255.81,2015-07-08,"2015","7","LC-03"
22.1,8.24,4.38,778,50,342.37,66.45,141.8,0.89,0.15,0.022,0.5,5.99,12.23,0.019,9.15,136.57,8.37,1.18,60,574,0.1,2.1,0.781,0.0025,0.0095,0.0005,0.05,0.05,0.374,0.0005,0.1,0.0025,0.425,46000,15000,3.1,634,6.14,0.05,106,22.7,0.11,255.83,2015-07-08,"2015","7","LC-04"
22.2,8.29,4.3,778,50,345.31,61.9,141.8,0.72,0.2,0.022,0.5,6.77,10.94,0.019,8.85,132.48,8.37,1.18,57,564,0.1,2,0.5522,0.0025,0.0097,0.0005,0.05,0.05,0.262,0.0005,0.1,0.0025,0.682,9300,2300,2.8,621,6.97,0.05,106.8,23,0.1,245.87,2015-07-08,"2015","7","LC-05"
24,8.86,6.63,798,32,340.62,57,125.88,0.8,0.12,0.022,1.19,7.6,10.72,0.019,11.07,154.68,8.37,1.16,30,557,0.1,1.28,0.0572,0.0025,0.0078,0.0005,0.05,0.05,0.068,0.00068,0.1,0.0025,0.052,930,430,3.1,587,7.72,0.146,101.6,23.2,0.09,143.8,2015-08-20,"2015","8","LC-01"
26.7,9.06,5.04,783,32,340.14,56.95,135.94,0.72,0.1,0.022,0.71,7.12,10.38,0.019,17.01,93.37,8.37,1.17,37,556,0.1,1.4,0.0924,0.0025,0.0075,0.0005,0.05,0.05,0.05,0.00069,0.1,0.0025,0.036,930,230,3.4,593,7.12,0.106,100.7,25.9,0.08,148.44,2015-08-20,"2015","8","LC-02"
27.2,9.08,4.98,775,30,353.31,57.49,131.8,0.77,0.11,0.022,0.5,7.48,10.72,0.019,19.62,102.39,8.37,1.21,46,558,0.1,1.58,0.1078,0.0025,0.0089,0.0005,0.05,0.05,0.052,0.00072,0.1,0.0025,0.036,230,90,4.3,604,7.59,0.075,101.1,25.3,0.09,209.05,2015-08-20,"2015","8","LC-03"
24.7,9.05,4.47,777,29,337.7,58.75,129.82,0.83,0.1,0.022,0.77,6.88,9.72,0.019,16.17,97.81,8.37,1.2,32,568,0.1,1.22,0.0715,0.0025,0.0073,0.0005,0.05,0.05,0.05,0.00061,0.1,0.0025,0.036,430,230,3.4,600,6.88,0.084,99.7,23.6,0.08,171.4,2015-08-20,"2015","8","LC-04"
26.7,9.07,4.26,775,27,344.04,58.84,134.95,0.89,0.1,0.022,0.5,6.88,9.45,0.019,16.26,92.38,8.37,1.07,39,565,0.1,1.34,0.1111,0.0025,0.0087,0.0005,0.05,0.05,0.056,0.00065,0.1,0.0025,0.039,900,400,3.1,604,6.88,0.073,100.9,24.1,0.09,152.07,2015-08-20,"2015","8","LC-05"
24.8,8.76,2.22,804,28,350.52,56.71,142.2,0.91,0.12,0.022,1.59,6.68,8.55,0.019,11.31,147.98,8.37,1.15,14,566,0.1,2.3,0.0671,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,430,430,3.7,580,6.8,0.087,98.2,23.1,0.27,193.82,2015-09-03,"2015","9","LC-01"
25.4,8.88,3.24,819,30,352,55.74,146.6,0.93,0.1,0.022,1.36,6.62,9.05,0.019,10.89,155.11,8.37,1.1,20,593,0.1,2.34,0.055,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,230,230,1.9,613,6.72,0.085,97.8,23.9,0.23,200.69,2015-09-03,"2015","9","LC-02"
24.8,8.74,1.7,821,24,346.58,55.79,143.8,0.93,0.1,0.022,1.77,6.32,8.02,0.019,10.08,95.56,8.37,1.13,22,572,0.1,2.1,0.0583,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,430,230,4.7,594,6.42,0.106,98,23.7,0.27,119.51,2015-09-03,"2015","9","LC-03"
24.9,8.79,2.25,825,27,344.11,55.04,145.8,0.92,0.1,0.022,1.36,6.44,8.26,0.019,12.03,98.09,8.37,1.14,19,435,0.1,2.5,0.0484,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.029,930,430,3.5,454,6.44,0.094,96.1,22.8,0.31,155.03,2015-09-03,"2015","9","LC-04"
24.5,8.75,1.54,823,25,353.48,93.82,136.6,0.89,0.1,0.022,1.77,5.49,8.18,0.019,9.78,94.55,8.37,1.17,11,545,0.1,2.58,0.0517,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,4600,2400,2.9,556,5.49,0.102,96.7,23.6,0.28,123.28,2015-09-03,"2015","9","LC-05"
24.9,8.7,1.7,779,45,325.7,53.3,142.43,0.84,0.1,0.022,0.94,7.92,8.56,0.019,19.08,97.78,8.37,1.33,20,567,0.1,1.38,0.01,0.0025,0.0085,0.0005,0.05,0.05,0.177,0.0005,0.1,0.0025,0.052,110000,110000,3,587,7.92,0.203,84.4,22.2,0.18,205.66,2015-10-01,"2015","10","LC-01"
24.9,9.25,8.62,772,55,329.11,56.61,149.04,0.95,0.1,0.022,0.5,6.14,8.87,0.019,11.07,164.02,8.37,1.01,20,563,0.1,1.8,0.01,0.0025,0.0095,0.0005,0.05,0.05,0.081,0.0005,0.1,0.0025,0.045,430,430,3.9,583,6.14,0.065,87.8,23.2,0.21,158.13,2015-10-01,"2015","10","LC-02"
24.3,9.14,5.14,775,60,324.23,57.4,147.04,0.97,0.1,0.022,0.5,6.38,8.65,0.019,11.7,96.77,8.37,1.05,22,572,0.1,2.26,0.01,0.0025,0.0098,0.0005,0.05,0.05,0.0072,0.0005,0.1,0.0025,0.041,230,230,5,594,6.38,0.09,86.5,22.5,0.17,195.26,2015-10-01,"2015","10","LC-03"
24.5,9.16,6.09,767,55,325.7,57.05,139.82,0.95,0.1,0.022,0.5,6.14,11.05,0.019,10.62,96.26,8.37,1.04,24,548,0.1,1.54,0.01,0.0025,0.0105,0.0005,0.05,0.05,0.059,0.0005,0.1,0.0025,0.037,230,230,3.3,572,6.14,0.074,87.5,22.6,0.15,198.46,2015-10-01,"2015","10","LC-04"
24.1,9.13,4.82,772,60,334,55.12,155.06,0.97,0.1,0.022,0.5,8.03,10.07,0.019,10.11,91.73,8.37,1.02,32,555,0.1,1.68,0.01,0.0025,0.0122,0.0005,0.05,0.05,0.064,0.0005,0.1,0.0025,0.033,2400,2400,2.9,587,8.03,0.074,87.3,22.9,0.14,191.56,2015-10-01,"2015","10","LC-05"
22.8,9.33,13.89,696,75,306.73,53.32,134.39,0.9,0.1,0.022,0.5,8.15,7.82,0.019,22.11,206.81,8.37,1.11,72,500,0.1,6.4,0.3432,0.0025,0.0096,0.00109,0.05,0.05,0.362,0.00054,0.1,0.0051,0.02,110000,110000,3.47,572,8.15,0.05,86.3,24.8,0.14,333.01,2015-11-04,"2015","11","LC-01"
24.4,9.41,14.7,733,65,320.74,55.61,136.74,0.92,0.1,0.022,0.5,5.38,7.72,0.019,19.08,202.05,8.37,0.9,64,512,0.1,2.5,0.01,0.0025,0.0098,0.0005,0.05,0.05,0.137,0.00053,0.1,0.0025,0.02,,11000,3.32,576,5.38,0.05,92.8,25.6,0.15,178.8,2015-11-04,"2015","11","LC-02"
24.4,9.11,10.28,691,60,314.65,54.58,133.42,0.89,0.1,0.022,0.5,6.44,8.4,0.019,14.58,194.69,8.37,1.03,50,503,0.1,7.3,0.01,0.0025,0.0073,0.0005,0.05,0.05,0.159,0.00059,0.1,0.0025,0.02,46000,46000,4.76,553,6.44,0.058,92.4,24.7,0.16,214.47,2015-11-04,"2015","11","LC-03"
24.2,9.2,10.07,733,65,319.32,55.38,136.74,0.91,0.1,0.022,0.5,6.5,8.07,0.019,13.11,190.29,8.37,1.03,49,496,0.1,2.64,0.01,0.0025,0.0101,0.0005,0.05,0.05,0.092,0.00057,0.1,0.0025,0.02,2400,930,3.45,545,6.5,0.05,94.3,24.6,0.15,163.54,2015-11-04,"2015","11","LC-04"
23.8,9.17,8.84,711,60,322.16,55.75,132.64,0.94,0.1,0.022,0.5,6.03,8.83,0.019,12.51,186.96,8.37,0.99,48,517,0.1,2.6,0.01,0.0025,0.0095,0.00056,0.05,0.05,0.083,0.00053,0.1,0.0025,0.02,4600,2400,2.72,565,6.03,0.05,92,27.4,0.2,164.47,2015-11-04,"2015","11","LC-05"
15.6,9.09,6.24,773,75,321.11,57.72,141.86,0.89,0.1,0.022,1.53,7.11,11.39,0.019,13.77,151.46,8.37,1.11,52,533,0.1,2.6,0.1573,0.0025,0.009,0.0005,0.05,0.05,0.092,0.0005,0.1,0.0025,0.044,4600,2400,3,585,7.11,0.087,104.7,10.1,0.18,251.16,2016-01-27,"2016","1","14"
16.6,9.16,7.01,764,70,317.58,57.29,117.02,0.94,0.1,0.022,0.76,7.53,12.62,0.019,15.18,140.66,8.37,1.16,47,568,0.1,2.98,0.0176,0.0025,0.0052,0.0005,0.05,0.05,0.055,0.00096,0.1,0.0025,0.02,230,230,3.9,615,7.53,0.076,99,13,0.21,224.84,2016-01-27,"2016","1","15"
16.4,9.19,7.77,763,70,323.08,58.25,112.85,0.85,0.1,0.022,0.82,7.58,12.75,0.019,15.57,127.51,35.65,1.1,53,528,0.1,2.52,0.1199,0.0025,0.0052,0.0005,0.05,0.05,0.05,0.0007,0.1,0.0025,0.044,2100,390,5,581,7.58,0.067,100.5,13.4,0.17,258.65,2016-01-27,"2016","1","16"
